producto;sku;venta_ars;compra_pdf_ars;diferencia_antes_de_gastos_ars;margen_antes_de_gastos_pct;pagina_pdf;estado;mercado_libre
TOTAL AMOLADORA RECTA 110W TSG1508;495592;187200.0;120053.0;67147.0;35.87;41;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL MARTILLO CON UÑA THT73227;443548;10800.0;6934.0;3866.0;35.8;152;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL BATERIA TOBP1804 18V;239929;39000.0;25011.0;13989.0;35.87;79;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
"WADFOW JUEGOS DE DADOS 1/4"" WST4D45 45PCS";461009;13800.0;8826.0;4974.0;36.04;157;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL CAJA DE HERRAMIENTAS CON 7 CAJONES THRC01071;488488;27000.0;17336.0;9664.0;35.79;34;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL MARTILLO MAGNÉTICA ACERO AL CARBONO #45 20Oz THCH61020L;82570;10800.0;6934.0;3866.0;35.8;169;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW BARRA DE DEMOLICIÓN 450MM WQB1345;469401;17200.0;11032.0;6168.0;35.86;336;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL JUEGO DE PUNTAS DE IMPACTO 13 PCS TACSDL01306;531818;157300.0;100864.0;56436.0;35.88;68;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL RECTIFICADOR INALÁMBRICO 20V TDGLI20012;286800;254800.0;163406.0;91394.0;35.87;305;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
"WADFOW JUEGO DE DADOS CR-V 3/8"" 12PCS WST3212";528368;31900.0;20488.0;11412.0;35.77;156;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL ESCUADRO MAGNETICO TAMWH75052;443029;17200.0;11004.0;6196.0;36.02;303;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL ROTOMARTILLO 20V 2.4J TRHLI202482;286794;235900.0;151296.0;84604.0;35.86;283;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL BATERIA TBLI12151 12V 1.5AH;381000;36400.0;23344.0;13056.0;35.87;79;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL LLAVE DE CAÑO THT272106 10'';456890;11100.0;7086.0;4014.0;36.16;112;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL MARTILLO ROTATORIO TH308268 800W SDS PLUS;444484;152400.0;97712.0;54688.0;35.88;281;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL COMPACTADORA TP7100-1;415231;17200.0;11032.0;6168.0;35.86;327;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL KIT DE MECHAS UTAC190501 5PC MARTLETE;397117;15100.0;9670.0;5430.0;35.96;9;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL HIDROLAVADORA DE ALTA PRESIÓN TGT250206 MOTOR A GASOLINA;502146;1079000.0;691974.0;387026.0;35.87;195;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
"TOTAL ALICATE DE CARPINTERO 8"" 200MM THT2881";367608;8700.0;5585.0;3115.0;35.8;172;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL CATRACA THTRS2061 1.5T 6M X 25MM;531993;13800.0;8826.0;4974.0;36.04;135;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW GRIFO MONOMANDO DE COCINA WZD1504;469906;65800.0;42186.0;23614.0;35.89;90;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL COMBO MOTOSIERRA +SOPLADOR 20V TOSLI240463;512572;319500.0;204880.0;114620.0;35.87;199;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL LIJADORA DE BANDA 1200W TBS12001;490863;108100.0;69344.0;38756.0;35.85;217;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
"TOTAL SIERRA INGLETADORA TS42183057 2400W 12"" DESLIZABLE";446594;368600.0;236400.0;132200.0;35.87;265;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL ATORNILLADOR 12V TDLI1211 1.5AH;442916;71300.0;45704.0;25596.0;35.9;63;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW KIT PORTAPUNTAS DE DESTORNILLADOR 2PZ WSV3K01;461658;5600.0;3584.0;2016.0;36.0;122;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL LAMINA SIERRA THT573323 32T;316385;137600.0;88256.0;49344.0;35.86;261;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW JUEGO DE EXTRACTORES DE MARTILLO DESLIZANTE 26PCS WGP5D;542975;124800.0;80036.0;44764.0;35.87;163;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL DETECTOR DE VOLTAJE 12V THT100091;527750;13800.0;8826.0;4974.0;36.04;142;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW TALADRO ATORNILLADOR PRECUTOR 52NM WCDP5282;527958;63900.0;40976.0;22924.0;35.87;76;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL ATORNILLADOR DE IMPACTO 12V TIRLI1201;486279;71300.0;45704.0;25596.0;35.9;66;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL JUEGO DE DESTORNILLADORES AISLADOS 9PCS THTIS596;553698;15700.0;10086.0;5614.0;35.76;146;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW LLAVE COMBINADAS CON RATCHET 17MM WSA5117;201391;6800.0;4334.0;2466.0;36.26;120;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL CLAVOS PARA CLAVADORA DE CONCRETO 27MM TAC02271;56212;15000.0;9588.0;5412.0;36.08;213;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL SOPLADOR ASPIRADOR 20V TABLI203235;488013;186800.0;119776.0;67024.0;35.88;199;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL COMBO 4PCS 20V TOSLI250608;566834;486600.0;312048.0;174552.0;35.87;324;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL CINTA METRICA TMTF13306 30M FIBRA;456654;18600.0;11921.0;6679.0;35.91;225;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL JUEGO DE LLAVE TRINQUETE 6PCS THT102RK566;472470;8800.0;5674.0;3126.0;35.52;146;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL SIERRA INGLETADORA TS42183057 2400W;465434;368600.0;236400.0;132200.0;35.87;264;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL SOPLADOR ASPIRADOR 40V TABLI2003;446549;186800.0;119776.0;67024.0;35.88;202;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL DADOS HEXAGONALES 3/4 55MM THHAST34551;553582;20800.0;13339.0;7461.0;35.87;107;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL KIT DE HERRAMIENTAS THT121201 1/2' 20PCS;465366;13800.0;8826.0;4974.0;36.04;147;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL PISTOLA CLAVADORA 20V TCBNLI5005 15-50 S/B;527422;108100.0;69344.0;38756.0;35.85;221;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL ATORNILLADOR Y LLAVE DE IMPACTO 20V TIWLI20208;487856;137600.0;88256.0;49344.0;35.86;60;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL AMOLADORA ANGULAR TG11012556 1100W;512671;118000.0;75648.0;42352.0;35.89;45;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW ALICATE SET 5PCS WPS0605;469197;20800.0;13339.0;7461.0;35.87;175;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL PISTOLA DE CALOR 20V TBLI20035;56205;106200.0;68083.0;38117.0;35.89;217;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL ATORNILLADOR 12V TDLI20024 2.0AH;442824;71300.0;45704.0;25596.0;35.9;63;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW SOPLADOR 20V 1.5 AH WBLP511;461771;186800.0;119776.0;67024.0;35.88;205;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL CUCHILLO PELACABLES CURVO 200MM THT51882;490948;13800.0;8826.0;4974.0;36.04;141;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL BOTAS DE SEGURIDAD ANTICLAVOS +ANTIRESBALANTE TSP206SB.4;334204;59000.0;37824.0;21176.0;35.89;246;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
"WADFOW PUNTAS PARA DESTORNILLADOR 1/4"" 12PCS WSS1612";538954;4200.0;2667.0;1533.0;36.5;123;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW TALADRO DE IMPACTO INÁLAMBRICO WCDP522;461733;63900.0;40976.0;22924.0;35.87;76;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW ORGANIZADOR DE PLÁSTICO WTB1322;505826;41800.0;26792.0;15008.0;35.9;38;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL CORTADOR DE TUBOS 3-42MM THT53142;612548;13800.0;8826.0;4974.0;36.04;135;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL ROTOMARTILLO TRHLI202882 20V 28MM;512527;235900.0;151296.0;84604.0;35.86;283;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL CAJA DE HERRAMIENTAS CON 2 GAVETAS THPTC201;487658;27000.0;17336.0;9664.0;35.79;34;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW HIDRÁULICA CRIMPADO 45KN WHT1D70;543040;93600.0;60027.0;33573.0;35.87;317;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
"TOTAL JUEGO DE LLAVES DE IMPACTO 1/2"" 14PCS THISTD12146";609876;49400.0;31681.0;17719.0;35.87;53;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW CAJA DE HERRAMIENTAS METÁLICA 483X180X178MM WTB8A12;488952;49400.0;31681.0;17719.0;35.87;29;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
"TOTAL ATORNILLADOR Y LLAVE DE IMPACTO 3/4"" 1750N TIWLI201751";553834;8800.0;5674.0;3126.0;35.52;67;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL ESCUADRA CON MÉTRICA ANGULO TAHS181511;437356;31900.0;20488.0;11412.0;35.77;232;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL MULTI-HERRAMIENTA DE IONES DE LITIO 16V TMLI16222;66266;17200.0;11032.0;6168.0;35.86;332;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL ATORNILLADOR 4.8V UTD4486 NICD;350808;157300.0;100864.0;56436.0;35.88;62;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW CEPILLO COPA DE ALAMBRE WCE2402;461665;17200.0;11032.0;6168.0;35.86;337;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW SIERRA CALADORA 20V WLS1565;580069;176900.0;113472.0;63428.0;35.86;267;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW GATO ELÉCTRICO 12V 100W 2TONELADAS WHJ4D02;278492;166400.0;106714.0;59686.0;35.87;222;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW MINI AMOLADORA WLAP573 20V 3'' 1BT 1.5AH;613781;114400.0;73366.0;41034.0;35.87;43;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL BATERIA TOBPLI228180 18V;381024;31900.0;20488.0;11412.0;35.77;83;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
AFNAN MASCARA FACIAL SKIN1004 CENTELLA POREMIZING QUICK CLAY STICK 27G 30085;;36400.0;;;;;Sin costo de compra documentado en este PDF;Comparación individual pendiente
TOTAL CORTA CÉSPED 40V TLMLI4020 MOTOR SIN ESCOBILLAS;488389;743600.0;476879.0;266721.0;35.87;172;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL COMBO DE LLAVE DE IMPACTO +LAMPARA TOSLI23048;511872;319500.0;204880.0;114620.0;35.87;68;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL PISTOLA DE SILICONA UTT101116;381093;36900.0;23640.0;13260.0;35.93;298;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL CEPILLO ELECTRICO UTL1108236 1050W;367981;179400.0;115051.0;64349.0;35.87;212;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW LUBRICADOR DE GRASA MANUAL 25KG WHY2A25;489386;162500.0;104215.0;58285.0;35.87;319;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
"WADFOW TALADRO DRILL ELÉCTRICO 3/8"" 500W WED15501";543774;63900.0;40976.0;22924.0;35.87;286;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW DADO DE IMPACTO 10PCS WMS2D02;463942;157300.0;100864.0;56436.0;35.88;75;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
"WADFOW ALICATE PARA BOMBAS WPL9C12 12""";542838;8800.0;5674.0;3126.0;35.52;193;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL ESCUADRO MAGNETICO TAMWH75056;443043;18600.0;11921.0;6679.0;35.91;303;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL COMPRESOR DE AIRI TTAC1601 12V 160PSI;436335;60900.0;39085.0;21815.0;35.82;97;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL CINTA METRICA TMT126101 10MX25MM;316545;8800.0;5674.0;3126.0;35.52;229;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL SIERRA POLICORTE TS92435526 2400W 14';456937;137600.0;88256.0;49344.0;35.86;266;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW SIERRA COPA DE DIAMANTE 52MM WQR1352;543590;78000.0;50022.0;27978.0;35.87;258;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL SIERRA DE MANO PARA METAL THT541016;526111;137600.0;88256.0;49344.0;35.86;260;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL SIERRA COPO HORMIGÓN 40MM TAC440331;579889;18800.0;12088.0;6712.0;35.7;253;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL CINTA METRICA 5MX 25MM TMT126052;486576;5900.0;3782.0;2118.0;35.9;230;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL TERMOFUSIÓN DE PVC TWTLI20182;566858;17200.0;11032.0;6168.0;35.86;333;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
"WADFOW MANGUERA 50 METROS 1/2"" WYP1E12";489829;70200.0;45020.0;25180.0;35.87;319;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL CEPILLO ELÉCTRICO 750W TL7508226;239646;127400.0;81703.0;45697.0;35.87;212;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW JUEGO DE12 PUNTAS DE DESTORNILLADOR DE IMPACTO WBS2602;463485;8600.0;5503.0;3097.0;36.01;58;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL ATORNILLADOR 110V UTD502101 280W;263542;157300.0;100864.0;56436.0;35.88;63;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL ATORNILLADOR DE IONES DE LITIO 20V TDLI200518;487771;93400.0;59888.0;33512.0;35.88;66;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL ESCUADRO MAGNÉTICO 4PCS TAMWH4001;443050;17200.0;11032.0;6168.0;35.86;328;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW PRENSA HIDRÁULICA 10 TONELADAS WHQ1A10;489881;813800.0;521899.0;291901.0;35.87;176;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW ENGRAPADORA KIT WGU4B06;462419;23400.0;15007.0;8393.0;35.87;309;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL LIJADORA DE PALMA UTF2231106 240 W;350877;71500.0;45855.0;25645.0;35.87;214;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL JUEGO DE LLAVES DE VASO ANGULADAS 9PCS TLASWT0901;381833;55900.0;35851.0;20049.0;35.87;110;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
